,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0,1,3.0483749262733126,0.0020309425174145877,0.5031700149813053,0.006227648691503099,1.3940323777943566,0.005346273898993298,0.12493413094301853,0.11466874433834605,0.0026294287258995658,0.06138539303351723,0.009265829760581759,0.23589928098257196,0.2966302193121354,0.013227134327493511,0.059476660915103535,15.02747380211221,0.032929819994949004,0.23071236840427536,0.01825725918777001,0.03215996678175574,0.16277342101346326,0.21135791478096055,0.10019253183158554,0.15371794449637682,0.058111097344578096,1.2999248363211784,0.04369640058476367,1.896398610755133,1.056515485745152,0.39184412292374465,0.8753988065575454,0.2291429156611555,0.2560482962988363,0.09383765015136772,0.011308345152172784
1,0,2,4.30371703477428,0.03403152071367945,0.4300519241158625,0.0005681363153596756,0.8102432294851236,0.25715638934872215,0.056765460598519155,0.019040815022782848,0.043908332333521226,0.04145638189590133,0.05571876197790782,0.3102744236284067,0.07220889038092823,0.010504738006488873,5.095340891297766e-06,2.525694676126777,0.16946032095256305,0.07773029721489101,0.461182217675624,0.005750163939797002,0.22211315056347353,0.015043363101808522,0.0023238229814211944,0.0019218004100039162,0.012825461321576897,0.036471900550090024,1.4230012636972866,1.1303889056726537,0.020215974571854617,0.224818294549077,0.1788047393485904,0.002806878279458514,0.18118843198721163,0.0001513771066040279,0.02527734751444178
2,0,3,1.0531208396849776,0.14844604110272108,2.7775478496317416,0.5970814394459679,1.2272931830345006,0.003924710978385048,0.5700547999325053,0.01680247685573863,0.08392228524676709,0.14328966063990464,0.3659693484468416,0.0009207102663737059,0.008059482231136728,0.004609409902224694,0.006583113480211818,5.127436882891659,0.2151438645547705,0.1419457039331921,0.9242257476737861,0.32919850551982893,0.3325284977031325,0.05575483819787182,0.00486985826351235,0.027688077200407373,0.10410725305568842,0.07990581548900068,0.6195368658466055,1.9721980099885086,0.22650706969172882,0.013740261801035372,0.05127626069775262,0.02865466556551185,0.4155734608167291,0.07261419430208517,0.07705331518602432
3,0,4,3.0985691270730773,0.08125975366340517,0.22597621126001632,0.0049555367660168055,2.7045094899109063,0.011045290401578213,0.25780598506324726,0.5082212109468263,0.05283893792262771,0.06104656653766232,8.535580781787543e-05,0.16037647961748297,0.008367587216118905,0.03657383659924889,0.0048921244206537795,0.6704398342952438,0.7656309589444658,0.6181902166094161,0.0541575378658522,0.0004644757531494841,0.039948881665523656,0.19737744501377724,0.2038106034964134,0.0019016575580581628,0.353180582906447,5.336410686576509,0.06979890210454887,3.510472434401783,0.30065577413814354,0.0821646047070979,0.016554851544209367,0.0019000991518421672,0.10810019244221643,0.007253724412231121,0.00029490354105258853
4,0,5,0.4903314243048458,0.0008954527408428409,0.2247862950551898,0.038141854328199144,1.2680107129412197,0.14024990139723903,0.27581679169750456,0.4604472072385264,0.011032900143072353,0.38040959133288493,0.043296606633633654,0.06417657416960738,0.10420117269721094,0.042690233338976785,0.1179279692997157,3.3433271728284315,0.48275523606673965,0.0032958160292677844,0.04690917906475734,0.31913803022622605,0.025859859247928402,0.014867690796601227,0.1393843467358173,0.000437080699213693,0.07081088656701655,0.04824468426258465,0.1969712728073316,0.39758553606944697,0.31656028488630633,0.032589082701175276,0.24407674989431843,0.07864485055263343,0.09063712674366171,0.001217620638193189,0.000511147169981309
5,0,6,0.8522769535286672,0.02538996319130748,0.44695817897354634,0.012630234840131163,3.0559139162974933,0.5704784099584232,0.2839293872867876,0.3038961740210603,0.00176511436918878,0.14286020482282283,0.041700854521518775,0.0016960509727021382,0.0053230236019975435,9.77010397035494e-07,0.008299530414268185,2.2511754403488107,0.46014462127237704,0.08749210797837928,0.43722571248495146,0.04601192065940907,0.0020645562455513357,0.5338833867074334,0.011594360927187039,0.0931204100447098,0.06204436477355583,0.905005463366296,2.7882915074489105,1.5184051268300454,0.7167985780167335,0.0659078324348375,0.008205810404848501,1.3193475485413906,0.1540219291788035,0.03978544521401572,0.003778033826654565
6,0,7,2.0895058098201695,0.3939844733887109,0.038103138695577424,0.9710382202910413,0.33136116703536483,7.3658156409925e-05,1.1533330524289038,0.3256215901601131,0.12644663689296837,0.028113614088460956,0.0051473094638628545,0.20533893614732388,0.09571709285503399,0.0037793450157290872,0.01682818914550493,2.669253422584659,1.1558500400947074,0.949208071033911,0.062723512220363,0.02060095802092877,0.26760205348406263,0.270377695858349,0.05637835137214694,0.004447124397711212,0.025450051010280136,5.091269392846348,0.319603126143317,0.12510834053681985,0.006230784529616168,0.6925714655909525,0.19019883793544576,0.4817402948673707,0.06361211147717001,0.008008480398882195,0.09554936271524923
7,0,8,3.5063680147431695,0.012710639394033985,0.060390237377303146,0.11835392959107806,0.7593682624885848,0.033181593886222514,0.912334052373421,0.18820020534120752,0.0504627520004317,0.046097609517130184,0.07405216711638324,0.00044273290073242245,0.15821089111011752,0.0027380496886072418,0.024374941889103132,5.264345452609717,0.6434529035185328,0.03197495095753175,0.15012716647181387,0.006163803119559382,0.13259078198923122,0.0009208683981472718,0.0638361278011032,0.023373520207960647,0.3575542710160912,0.2515127798365533,0.28767324981283016,1.4429332890857216,0.013869581875344067,0.0011571055010251967,0.18364003083796418,0.15200083308937562,0.07325303883294593,0.40090178965996626,0.0562112204635705
8,0,9,2.3910176232037084,0.08190618863993977,0.015035974972889136,0.06678385910115778,1.2668347179455108,0.08000950779987508,1.5664982243500851,1.056255349268147,0.0038127644779352493,2.7349621090788946e-05,0.00023847916529572003,0.021802976612195463,0.032931737302037474,0.0020366859795495724,0.010412436687178549,3.4443591915816634,1.5453361234855005,0.5500401482365623,0.17292623984191302,0.011996383545262237,0.007941949168677069,0.12555563576359352,0.06456116492665512,4.449035110099311e-05,0.007160544500395197,3.7488244180601655,0.26543657933427,1.7443054868671761,0.06392774185444762,0.0456889793014632,0.0532128998076386,0.287019572641072,0.1747258679217938,0.00787510892747394,0.13036549129732813
9,1,2,0.11530292455669819,0.0499687839409905,0.0021712320442618584,0.009199621774683017,0.0021125816043266877,0.2590041560372938,4.56984035728412e-05,0.2532176531068604,0.08139197840878037,0.0003508863277322978,0.16673206307406865,1.3308002981397584,0.03855709861496817,0.00025399983498641267,0.04760177810025488,2.0616435712729673,0.4995182371971067,0.0629688663494399,0.6352608690952325,0.05092506724387441,0.030484213621565986,0.1524947039734481,0.10128465546121741,0.15970388055060775,0.10088934780347379,0.475128257136702,1.6353278208783515,0.008617001082860757,1.0521467527777033,0.000553507165826691,0.2493438065099073,0.2860017952845724,0.0075259778223845985,0.05512143579784231,0.013273225203247202
